Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month
2,39.096741,-122.801941,0.0,Pacific,64.0,54.0,29.28,10.0,N,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,68164,Lake,Jul
2,38.97337,-77.01329799999998,0.0,Eastern,43.0,47.0,29.89,10.0,WSW,5.0,0.0,False,False,True,False,False,True,False,False,False,False,False,Day,Short,Cloudy,DC,Street,689545,District of Columbia,Nov
2,36.104303,-86.668724,1.452,Central,83.0,67.0,29.39,10.0,S,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,TN,Other,715884,Davidson,Jul
2,37.145073,-121.984749,0.0,Pacific,56.0,90.0,29.8,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Short,Cloudy,CA,Highway,1936278,Santa Clara,Dec
2,33.557911,-79.042514,0.779,Eastern,81.0,79.0,30.1,10.0,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,SC,Highway,63406,Georgetown,May
2,32.07442402824367,-110.99290966934684,2.322,Mountain,68.0,23.0,27.34,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,AZ,Highway,1043441,Pima,Nov
3,39.7347,-86.0637,0.0,Eastern,67.0,87.0,29.12,10.0,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Cloudy,IN,Avenue,887644,Marion,May
2,40.034492,-75.352761,0.208,Eastern,60.0,69.0,29.85,10.0,ESE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,PA,Road,576970,Delaware,Nov
2,34.178699,-118.311005,0.0,Pacific,71.0,59.0,29.11,10.0,VAR,6.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,107334,Los Angeles,Jun
2,39.24855,-84.59675,0.0,Eastern,83.0,33.0,29.55,10.0,N,3.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Fair,OH,Road,309561,Hamilton,Jun
3,33.498264,-86.89981800000002,0.0,Central,57.0,36.0,29.65,10.0,N,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,AL,Highway,200542,Jefferson,Nov
2,33.764461,-78.97314899999998,1.3030000000000002,Eastern,79.0,72.0,29.9,10.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,SC,Highway,35696,Horry,Aug
3,34.049927000000004,-117.303955,0.0,Pacific,55.0,30.0,28.88,10.0,E,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Highway,53889,San Bernardino,Nov
1,37.950611,-122.533653,0.0,Pacific,52.0,100.0,29.85,6.0,CALM,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,Day,Short,Cloudy,CA,Boulevard,262325,Marin,Jul
3,39.366535,-104.86541,0.0,Mountain,36.0,75.0,22.95,10.0,ENE,14.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,CO,Parkway,357990,Douglas,May
4,33.89621,-84.36313,0.255,Eastern,86.0,46.0,29.02,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,GA,Other,498792,Fulton,Sep
2,42.998978,-85.639915,0.01,Eastern,39.0,89.0,30.39,5.0,E,15.0,0.07,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Rain,MI,Street,198910,Kent,Oct
2,33.515315,-111.887995,1.815,Mountain,101.0,9.0,28.1,10.0,WSW,8.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Fair,AZ,Highway,241334,Maricopa,Jun
3,34.813621999999995,-82.336555,0.0,Eastern,58.0,84.0,28.9,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,SC,Highway,71110,Greenville,May
3,41.810158,-88.072929,0.0,Central,29.0,67.0,29.54,10.0,WSW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,IL,Other,933031,DuPage,Feb
3,42.358749,-83.07634,0.0,Eastern,78.0,71.0,29.31,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,MI,Highway,639471,Wayne,Jul
3,42.179699,-91.224884,0.0,Central,23.0,100.0,28.71,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,IA,Street,4044,Other,Jan
2,33.75425,-78.853554,0.0,Eastern,53.0,55.0,30.29,10.0,ENE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,SC,Parkway,35696,Horry,Nov
2,32.362705,-86.214561,0.0,Central,70.0,95.0,29.84,10.0,NNE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,AL,Highway,200588,Montgomery,Oct
2,33.638351,-86.68373100000002,0.0,Central,87.0,65.0,29.24,9.0,WNW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,AL,Avenue,200542,Jefferson,Jun
2,30.423864,-91.148618,0.7829999999999999,Central,87.0,53.0,30.01,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,LA,Highway,226926,East Baton Rouge,Sep
2,39.016987,-77.511208,0.0,Eastern,66.0,87.0,30.0,7.0,E,8.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,VA,Road,420955,Loudoun,Sep
1,33.945011,-80.937813,0.0,Eastern,72.0,87.0,29.79,10.0,NE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,SC,Drive,136805,Richland,Jul
2,25.671779,-80.383981,0.8270000000000001,Eastern,67.0,87.0,30.07,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Short,Rain,FL,Street,442244,Miami-Dade,Dec
2,37.96369672,-122.51181722,1.017,Pacific,48.0,93.0,29.17,1.0,ENE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fog,CA,Highway,61284,Marin,Mar
2,41.284988,-96.00354,0.0,Central,85.0,43.0,28.98,10.0,NE,7.0,0.0,True,False,True,False,False,False,False,False,False,False,False,Day,Short,Fair,NE,Street,491875,Douglas,Jul
2,33.972435,-117.332207,0.0,Pacific,89.0,8.0,29.09,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Other,315478,Riverside,Oct
2,42.630614,-73.779353,0.606,Eastern,38.0,86.0,29.25,10.0,SSE,14.0,0.14,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,NY,Highway,99161,Albany,Feb
2,34.95702,-81.994179,0.0,Eastern,79.0,28.0,29.18,10.0,SE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,SC,Street,38727,Spartanburg,Apr
2,39.987273,-75.251887,0.132,Eastern,85.0,53.0,29.98,10.0,NNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,PA,Avenue,1603794,Philadelphia,Jul
2,33.87852,-117.65791000000002,0.013,Pacific,67.0,57.0,29.43,10.0,W,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Other,157043,Riverside,Jan
2,37.340981,-119.643303,0.0,Pacific,90.0,20.0,29.54,10.0,NW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,156254,Madera,Oct
2,35.23373,-80.824966,0.0,Eastern,68.0,43.0,29.5,10.0,NE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,NC,Street,874687,Mecklenburg,Jun
2,40.008965,-75.189178,0.0,Eastern,35.0,99.0,29.81,4.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,PA,Highway,1603794,Philadelphia,Dec
3,39.06958,-94.54364,0.0,Central,76.0,60.0,29.26,10.0,S,12.0,0.0,True,False,True,False,False,False,False,True,False,False,True,Day,Short,Fair,MO,Avenue,507984,Jackson,Jun
1,39.84898,-105.0296,0.0,Mountain,37.0,45.0,24.37,10.0,NW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CO,Avenue,116654,Adams,Mar
3,41.737751,-72.662849,0.0,Eastern,36.0,70.0,29.99,10.0,N,6.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Cloudy,CT,Court,121631,Other,Jan
2,38.940747,-94.796917,0.21,Central,84.0,51.0,28.93,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,KS,Road,141290,Johnson,Sep
1,30.285851,-97.682632,0.0,Central,75.0,96.0,29.18,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Short,Cloudy,TX,Boulevard,961899,Travis,Aug
2,34.512244,-81.86712,0.899,Eastern,68.0,94.0,29.21,10.0,N,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Short,Cloudy,SC,Highway,7632,Laurens,Aug
2,25.898347,-80.209577,1.808,Eastern,84.0,74.0,29.99,8.0,ESE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,FL,Street,442244,Miami-Dade,Aug
2,34.030401,-117.62305,0.7959999999999999,Pacific,54.0,69.0,28.9,10.0,WSW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,CA,Other,175264,San Bernardino,Feb
2,43.21328,-77.514442,0.0,Eastern,56.0,97.0,29.24,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,NY,Other,759348,Monroe,Sep
2,35.7537,-78.64465,0.944,Eastern,81.0,52.0,29.44,10.0,SW,8.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Cloudy,NC,Highway,467911,Wake,Mar
2,41.10465,-73.42841999999997,0.105,Eastern,19.9,85.0,30.35,0.5,ENE,10.4,0.04,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Snow,CT,Street,91188,Fairfield,Feb
2,41.08375,-73.71759,0.485,Eastern,21.9,82.0,30.26,1.5,ENE,10.4,0.05,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Snow,NY,Highway,1004465,Westchester,Feb
2,35.251812,-80.86054200000002,0.0,Eastern,63.0,84.0,29.24,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,NC,Highway,874687,Mecklenburg,Nov
2,43.17387,-77.6394,0.0,Eastern,42.0,60.0,29.57,10.0,E,7.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Cloudy,NY,Avenue,211318,Monroe,Mar
2,36.107573,-119.556022,0.447,Pacific,69.0,61.0,29.68,10.0,NW,3.0,0.0,False,False,False,False,False,False,True,False,False,False,False,Night,Short,Fair,CA,Highway,22361,Kings,May
2,37.076069,-119.761513,0.0,Pacific,79.0,36.0,29.51,10.0,SW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,66281,Madera,May
2,41.598289,-73.911377,0.0,Eastern,84.0,41.0,29.83,10.0,N,6.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Fair,NY,Highway,297023,Dutchess,Aug
2,40.745987,-73.17858100000002,0.0,Eastern,58.0,90.0,30.13,10.0,SSW,7.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Cloudy,NY,Parkway,1525913,Suffolk,May
2,37.875133,-122.06589,0.0,Pacific,70.0,49.0,29.71,10.0,SSW,22.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Windy,CA,Boulevard,70131,Contra Costa,Jun
2,37.542744,-122.286125,0.0,Pacific,54.0,72.0,30.21,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,CA,Highway,105663,San Mateo,Jan
2,34.642059,-82.327049,0.0,Eastern,68.0,56.0,29.21,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,SC,Highway,525543,Greenville,Mar
2,40.691597,-74.26657900000002,0.01,Eastern,45.0,93.0,29.55,1.5,NNE,13.8,0.05,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,NJ,Parkway,68634,Union,Apr
2,38.5783,-122.605171,0.0,Pacific,53.0,93.0,29.84,8.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Smoke,CA,Road,5228,Napa,Aug
2,39.765905,-105.00006,3.492,Mountain,37.0,52.0,24.5,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CO,Highway,715513,Denver,Nov
2,34.082366,-117.54495,0.7390000000000001,Pacific,87.0,29.0,28.89,10.0,WSW,14.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,174620,San Bernardino,Jun
3,29.8081,-95.442673,0.0,Central,78.0,84.0,29.97,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,TX,Highway,2300351,Harris,Aug
2,34.064378999999995,-117.278674,0.0,Pacific,64.0,69.0,28.71,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Highway,222100,San Bernardino,May
2,33.802015000000004,-84.386802,0.8759999999999999,Eastern,54.0,97.0,29.22,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,GA,Highway,498792,Fulton,Dec
2,39.763683,-84.193184,0.01,Eastern,44.6,100.0,29.42,6.0,W,8.1,0.01,True,False,True,False,False,False,False,False,False,False,True,Day,Short,Rain,OH,Avenue,137677,Montgomery,Apr
2,30.591531,-87.17496700000002,0.6970000000000001,Central,64.0,80.0,29.92,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Short,Fair,FL,Highway,10213,Santa Rosa,Dec
2,41.727589,-88.027908,0.0,Central,60.0,95.0,29.3,10.0,NW,3.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Fair,IL,Avenue,933031,DuPage,Sep
2,39.777988,-104.774483,0.0,Mountain,38.0,60.0,24.43,10.0,SW,7.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Short,Fair,CO,Street,715513,Denver,Mar
3,40.07490900000001,-75.529984,0.0,Eastern,72.0,94.0,29.38,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,PA,Other,534418,Chester,Aug
2,34.908939000000004,-91.196554,9.01,Central,49.0,100.0,29.69,5.0,NE,15.0,0.31,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,AR,Highway,2700,Monroe,Oct
2,39.701794,-86.160945,0.863,Eastern,41.0,57.0,29.18,10.0,S,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,IN,Highway,887644,Marion,Dec
1,33.888405,-80.365173,0.0,Eastern,92.0,57.0,29.71,10.0,SSW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,SC,Road,43488,Sumter,Jul
2,40.3619,-111.919859,0.19,Mountain,75.0,11.0,25.39,10.0,VAR,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,UT,Parkway,37702,Utah,Apr
2,35.25490999999999,-80.800751,0.0,Eastern,44.0,73.0,29.35,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Short,Fair,NC,Road,874687,Mecklenburg,Apr
2,37.766239,-122.405258,0.0,Pacific,48.0,80.0,30.16,10.0,SW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Highway,878392,San Francisco,Nov
2,33.850868,-79.838951,0.0,Eastern,55.0,100.0,30.17,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Short,Fair,SC,Road,6038,Other,Nov
2,34.18665,-118.47426000000002,0.0,Pacific,60.0,55.0,29.18,10.0,SSW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,CA,Highway,10017401,Los Angeles,Jan
2,34.973091,-80.853729,0.0,Eastern,71.0,81.0,29.34,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,SC,Highway,96012,Lancaster,May
2,34.008801,-84.131378,0.0,Eastern,73.0,87.0,29.05,10.0,VAR,3.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Fair,GA,Road,31954,Gwinnett,Jun
2,38.934685,-94.405891,0.0,Central,46.0,83.0,28.8,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,MO,Highway,717214,Jackson,May
2,33.945454999999995,-118.30247,0.0,Pacific,69.0,73.0,29.85,10.0,W,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,CA,Boulevard,3899449,Los Angeles,Jun
2,43.113899,-77.441711,0.0,Eastern,35.1,92.0,29.47,9.0,W,17.3,0.0,False,False,True,False,False,False,False,False,False,False,False,Night,Short,Snow,NY,Road,759348,Monroe,Nov
3,41.88450200000001,-87.645973,0.0,Central,31.0,61.0,29.26,10.0,NW,14.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Short,Cloudy,IL,Street,2748331,Cook,Feb
2,39.215912,-84.518272,0.0,Eastern,57.0,100.0,29.1,3.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Short,Cloudy,OH,Road,309561,Hamilton,Oct
3,29.681179,-95.354836,0.0,Central,83.0,72.0,29.89,10.0,N,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,TX,Highway,2300351,Harris,Aug
2,26.339669,-81.778961,0.42,Eastern,80.0,62.0,30.02,10.0,W,7.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Short,Cloudy,FL,Street,53665,Lee,Nov
1,30.41258,-84.28304,0.0,Eastern,89.0,29.0,29.68,10.0,W,13.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,FL,Street,196181,Leon,May
3,42.33263400000001,-71.680092,0.0,Eastern,42.1,96.0,29.74,10.0,SE,3.5,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,MA,Highway,862104,Worcester,Oct
3,41.871464,-87.83530400000002,0.0,Central,28.0,66.0,29.33,10.0,NW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,IL,Other,5278969,Cook,Dec
2,36.857757,-121.447764,0.464,Pacific,55.0,88.0,29.79,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,CA,Other,41683,San Benito,Apr
2,39.59627,-122.209201,0.0,Pacific,59.0,63.0,29.65,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Highway,8324,Other,Sep
2,40.074879,-77.053497,0.0,Eastern,44.0,85.0,29.3,2.0,E,8.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Short,Fog,PA,Lane,456449,York,Dec
2,30.127494,-97.695778,0.986,Central,77.0,84.0,29.42,10.0,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,TX,Highway,961899,Travis,Aug
2,32.81818,-96.844788,0.0,Central,69.0,87.0,29.46,8.0,S,8.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,TX,Boulevard,1304345,Dallas,Nov
2,30.135429,-97.66568,0.550000011920929,Central,29.0,92.0,29.56,3.0,N,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,TX,Other,961899,Travis,Feb
2,25.765535,-80.36869,0.257,Eastern,83.0,54.0,30.09,10.0,ESE,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,FL,Avenue,442244,Miami-Dade,Apr
2,32.998849,-96.957951,0.505,Central,46.0,96.0,29.39,0.12,E,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fog,TX,Highway,125674,Denton,Dec
2,33.975838,-118.055056,0.0,Pacific,74.0,59.0,29.76,10.0,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Avenue,87865,Los Angeles,Sep
2,41.7149,-87.63618000000002,0.637,Central,9.0,73.0,30.45,3.0,SW,3.5,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Short,Snow,IL,Highway,2748331,Cook,Jan
2,45.069958,-93.296577,1.5299999713897705,Central,44.0,73.0,28.97,10.0,W,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,MN,Highway,429983,Hennepin,Apr
2,30.46511,-84.26975,0.0,Eastern,75.0,34.0,30.06,10.0,ENE,8.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,FL,Road,196181,Leon,Apr
2,39.460072,-118.847511,0.0,Pacific,30.0,66.0,26.27,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,NV,Road,9322,Other,Oct
2,36.060757,-86.91613000000002,0.0,Central,53.0,43.0,29.6,10.0,NNE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Short,Fair,TN,Highway,715884,Davidson,Nov
2,45.021864,-93.40065,0.7490000000000001,Central,75.0,79.0,29.25,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,MN,Highway,429983,Hennepin,Sep
2,35.354382,-118.914162,0.0,Pacific,76.0,46.0,29.37,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Fair,CA,Lane,404368,Kern,Jul
2,37.448895,-121.921738,1.45,Pacific,57.0,89.0,29.66,10.0,SSE,5.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,80269,Santa Clara,Jan
2,29.773211,-95.458054,0.0,Central,81.0,56.0,30.05,10.0,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,TX,Drive,2300351,Harris,Jul
2,35.080760999999995,-81.71086700000002,1.255,Eastern,49.0,55.0,29.37,10.0,ENE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,SC,Highway,12761,Cherokee,Nov
2,35.433314,-81.231724,0.061,Eastern,54.0,94.0,29.05,10.0,ENE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Rain,NC,Highway,11092,Lincoln,Mar
2,30.281712,-97.728024,0.275,Central,42.0,70.0,29.6,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,TX,Highway,961899,Travis,Jan
2,40.08459448795277,-74.71611857378619,0.485,Eastern,41.0,41.0,30.08,10.0,NW,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,NJ,Highway,461856,Burlington,Nov
2,34.379381,-118.491402,1.16,Pacific,56.0,90.0,29.0,2.0,SSE,17.0,0.12,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,CA,Highway,10017401,Los Angeles,Dec
2,25.899671,-80.181294,0.342,Eastern,80.0,69.0,30.19,10.0,ESE,10.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Short,Cloudy,FL,Street,442244,Miami-Dade,Dec
2,45.475834000000006,-122.678519,1.731,Pacific,40.0,89.0,30.35,8.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,OR,Highway,652522,Multnomah,Nov
2,28.452287,-81.47081800000002,0.182,Eastern,83.0,37.0,29.87,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,FL,Drive,307785,Orange,Mar
2,25.890126,-80.189429,0.309,Eastern,91.0,57.0,30.06,10.0,SE,13.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Short,Fair,FL,Street,60182,Miami-Dade,Aug
2,35.80053,-78.67093,0.0,Eastern,67.0,34.0,29.63,10.0,VAR,7.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Short,Cloudy,NC,Avenue,467911,Wake,Mar
2,39.11208987,-94.56487298,0.534,Central,58.0,84.0,29.05,10.0,WNW,13.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Short,Fair,MO,Highway,507984,Jackson,Oct
2,32.72078,-97.06241,0.299,Central,79.0,74.0,29.36,10.0,SE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,TX,Drive,394377,Tarrant,May
2,33.820115,-118.207013,0.0,Pacific,58.0,75.0,29.94,8.0,SE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,CA,Highway,466766,Los Angeles,Jan
3,40.587475,-111.900688,0.0,Mountain,45.0,53.0,25.92,9.0,W,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,UT,Highway,97278,Salt Lake,Mar
2,40.4802525,-74.40298676,4.292,Eastern,43.0,43.0,30.47,10.0,WNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,NJ,Other,55256,Middlesex,Dec
2,39.933498,-82.788864,0.0,Eastern,54.0,97.0,29.29,4.0,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Short,Fair,OH,Highway,23079,Fairfield,Sep
2,34.023849,-118.137878,0.0,Pacific,63.0,48.0,30.0,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Short,Fair,CA,Avenue,62634,Los Angeles,Dec
3,38.702923,-90.268761,0.0,Central,71.0,87.0,29.15,10.0,WNW,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Cloudy,MO,Road,1004501,St. Louis County,Jun
2,34.833256,-82.445984,0.0,Eastern,62.0,78.0,29.07,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,SC,Highway,71110,Greenville,Dec
2,32.979966999999995,-117.25323,0.0,Pacific,71.0,39.0,29.38,10.0,NE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,CA,Other,3950,San Diego,Sep
2,40.003384,-75.077309,0.624,Eastern,69.0,81.0,30.08,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Cloudy,PA,Highway,1603794,Philadelphia,Nov
2,41.049987,-74.18961999999998,1.531,Eastern,35.1,96.0,29.59,4.0,VAR,5.8,0.03,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Rain,NJ,Highway,955721,Bergen,Nov
2,37.956609,-120.421543,0.0,Pacific,59.0,45.0,27.75,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Night,Short,Cloudy,CA,Street,55623,Other,Feb
2,30.403296,-97.854218,0.0,Central,86.0,38.0,29.23,10.0,SE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Short,Fair,TX,Road,961899,Travis,Jun
3,39.0467,-84.459976,0.0,Eastern,76.0,85.0,29.63,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Short,Fair,KY,Highway,14160,Other,Jul
