Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Time(hr),Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month,CT_Transformed
2,39.71017,-104.998609,3.105,Mountain,71.0,71.0,10.0,24.13,10.0,E,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,3.0083333333333333,Moderate,Cloudy,CO,Highway,715513,Denver,Mar,1.083099563157547
2,35.873524,-78.578468,0.043,Eastern,72.0,72.0,37.0,29.6,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.0,Moderate,Cloudy,NC,Boulevard,467911,Wake,Feb,0.9009731378964693
4,37.14757700000001,-79.533606,0.664,Eastern,52.0,52.0,93.0,29.11,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.1244444444444444,Moderate,Fair,VA,Road,79483,Other,Sep,0.9277242915864624
2,40.47156,-74.40903,0.0,Eastern,38.0,35.0,93.0,29.66,4.0,NNE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.0652777777777778,Moderate,Cloudy,NJ,Highway,863201,Middlesex,Feb,0.9151916545263703
2,39.045135,-94.392049,0.098,Central,65.0,65.0,43.0,29.13,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,3.428611111111111,Moderate,Fair,MO,Highway,122926,Jackson,Oct,1.1413457649068577
2,36.039375,-86.782333,0.0,Central,88.0,88.0,36.0,29.51,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.0369444444444444,Moderate,Cloudy,TN,Highway,45384,Davidson,May,0.6247003079768029
2,37.194875,-77.592578,0.143,Eastern,43.0,37.0,97.0,29.7,5.0,NE,10.0,0.14,False,False,False,False,False,False,False,False,False,False,False,Day,1.3005555555555557,Moderate,Rain,VA,Highway,27936,Other,Dec,0.715889494251319
2,47.152681,-114.017721,0.187,Mountain,59.0,59.0,49.0,26.91,10.0,NNE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.7044444444444444,Moderate,Fair,MT,Drive,31131,Lake,Sep,1.0354816515227296
2,38.04691500000001,-78.770788,3.2960000000000003,Eastern,67.0,67.0,99.0,28.86,0.25,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.6166666666666667,Moderate,Fog,VA,Highway,112438,Albemarle,Aug,1.0207177112663222
3,33.204826000000004,-97.153313,0.0,Central,68.0,68.0,96.0,29.14,5.0,CALM,0.0,0.05,False,False,False,False,False,False,False,False,False,False,False,Day,1.2680555555555555,Moderate,Storm,TX,Boulevard,139874,Denton,Jun,0.7054415941801544
2,36.089939,-95.868668,0.0,Central,88.0,88.0,53.0,29.44,10.0,SE,9.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,1.3275,Moderate,Fair,OK,Street,413143,Tulsa,Jun,0.7243988711651799
4,40.393588,-79.93093499999998,0.337,Eastern,26.0,17.0,84.0,28.45,3.0,NNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.7597222222222222,Moderate,Snow,PA,Avenue,1250583,Allegheny,Jan,0.8447354320647447
2,32.674761,-97.139046,2.6910000000000003,Central,100.0,100.0,29.0,29.39,10.0,SE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.891388888888889,Moderate,Fair,TX,Highway,394377,Tarrant,Jun,1.065380899963514
2,30.51874,-91.168553,0.069,Central,64.0,64.0,38.0,30.09,10.0,WSW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.3602777777777777,Moderate,Fair,LA,Street,226926,East Baton Rouge,Dec,0.9746145139447695
2,25.899671,-80.181294,0.28,Eastern,84.0,84.0,65.0,30.02,10.0,SSE,7.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,2.0305555555555554,Moderate,Cloudy,FL,Street,442244,Miami-Dade,Apr,0.9076809871265427
2,34.02140737,-118.19607854,0.524,Pacific,59.0,59.0,93.0,29.62,6.0,VAR,5.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Night,1.343888888888889,Moderate,Rain,CA,Highway,3899449,Los Angeles,Dec,0.7295087715238668
2,27.870171000000006,-82.326572,0.132,Eastern,81.0,81.0,70.0,30.15,10.0,N,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.203333333333333,Moderate,Cloudy,FL,Highway,1459774,Hillsborough,Nov,0.943936231115098
3,33.778884999999995,-84.241539,0.0,Eastern,76.0,76.0,45.0,28.8,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,3.2519444444444443,Moderate,Fair,GA,Other,24938,DeKalb,Apr,1.117827057501998
2,39.512199,-118.937424,1.41,Pacific,63.0,63.0,43.0,26.0,6.0,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.0719444444444446,Moderate,Haze,NV,Highway,9322,Other,Jun,0.9166203347192076
2,44.03194000000001,-123.848,0.0,Pacific,48.0,46.0,74.0,29.85,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,4.0,Moderate,Cloudy,OR,Highway,382974,Lane,Feb,1.2093663821046774
2,32.692853,-96.775351,0.061,Central,50.0,50.0,43.0,29.68,10.0,ENE,8.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Night,1.25,Moderate,Cloudy,TX,Avenue,1304345,Dallas,Jan,0.6995479010331658
2,25.85704,-80.322846,0.809,Eastern,70.0,70.0,94.0,30.07,2.0,N,10.0,0.78,False,False,False,False,False,False,False,False,False,False,False,Night,1.5091666666666668,Moderate,Rain,FL,Other,223122,Miami-Dade,Nov,0.7784398898983123
4,33.715263,-84.303474,4.570000171661377,Eastern,75.0,75.0,90.0,29.13,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.24,Moderate,Cloudy,GA,Other,24938,DeKalb,Jul,0.6962556679191818
2,33.631075,-117.874449,0.0069999999999999,Pacific,68.0,68.0,76.0,29.84,10.0,SSW,7.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,1.818888888888889,Moderate,Cloudy,CA,Drive,85229,Orange,Sep,0.8591921257346309
1,39.839031,-84.258522,0.0,Eastern,92.0,92.0,35.0,29.01,10.0,WSW,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.2733333333333334,Moderate,Fair,OH,Drive,137677,Montgomery,Jun,0.707152203716819
2,36.749524,-119.727337,0.059,Pacific,53.0,53.0,61.0,29.62,10.0,SSE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.293888888888889,Moderate,Cloudy,CA,Avenue,542235,Fresno,Feb,0.9618826033227219
2,33.573678,-112.244184,0.124,Mountain,95.0,95.0,7.0,28.7,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3169444444444445,Moderate,Fair,AZ,Avenue,190988,Maricopa,Jun,0.7210815025666127
2,37.363682,-79.18175699999998,0.269,Eastern,76.0,76.0,67.0,28.77,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,1.1416666666666666,Moderate,Fair,VA,Highway,79017,Other,Oct,0.6627682796231844
2,34.720087,-86.591145,0.048,Central,36.0,31.0,93.0,29.52,7.0,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.6166666666666667,Moderate,Fair,AL,Drive,215079,Madison,Feb,1.0207177112663222
2,38.57412,-121.407383,0.049,Pacific,61.0,61.0,88.0,29.83,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Day,2.250555555555556,Moderate,Cloudy,CA,Boulevard,524908,Sacramento,Sep,0.9533804803127479
2,33.736256,-117.080595,0.053,Pacific,95.0,95.0,22.0,28.48,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3280555555555555,Moderate,Fair,CA,Avenue,89811,Riverside,Aug,0.7245728968034855
2,33.997012,-117.932081,2.741,Pacific,77.0,77.0,58.0,29.78,10.0,S,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.2166666666666666,Moderate,Fair,CA,Other,10017401,Los Angeles,Aug,0.688494651041359
2,32.143017,-111.006733,0.133,Mountain,71.0,71.0,13.0,26.95,10.0,W,13.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Night,3.023888888888889,Moderate,Fair,AZ,Drive,542649,Pima,Apr,1.0854029222502402
2,33.995373,-117.968254,0.009,Pacific,81.0,81.0,65.0,29.77,10.0,ENE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.183055555555556,Moderate,Fair,CA,Boulevard,10017401,Los Angeles,Sep,0.9398218531664296
2,36.141299,-86.731852,1.544,Central,74.0,74.0,26.0,29.44,10.0,NNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,4.5,Moderate,Fair,TN,Highway,715884,Davidson,Oct,1.26066803479884
2,28.297117,-81.578716,1.276,Eastern,61.0,61.0,100.0,30.03,10.0,NNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.2519444444444443,Moderate,Cloudy,FL,Highway,79191,Osceola,Feb,0.7001857236023274
2,34.069901,-117.963212,0.049,Pacific,40.0,40.0,73.0,29.69,10.0,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,2.548888888888889,Moderate,Fair,CA,Highway,72191,Los Angeles,Jan,1.0089766846111805
2,40.03965,-123.778107,0.0,Pacific,45.0,36.0,81.0,28.83,2.0,WSW,23.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Night,1.877777777777777,Moderate,Windy,CA,Highway,136467,Humboldt,Nov,0.8731728391463555
2,36.179314,-119.309894,0.038,Pacific,75.0,75.0,48.0,29.76,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,2.112222222222222,Moderate,Fair,CA,Avenue,68913,Tulare,May,0.925162246119031
2,36.113849,-95.850411,0.025,Central,39.0,36.0,76.0,29.32,10.0,NNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.396111111111112,Moderate,Cloudy,OK,Street,413143,Tulsa,Jan,0.9813438539265846
2,33.869535,-117.671777,0.32,Pacific,47.0,47.0,86.0,29.51,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.458333333333333,Moderate,Fair,CA,Other,157043,Riverside,Apr,0.9928002151771712
2,35.405001,-120.815978,0.723,Pacific,53.0,53.0,77.0,30.0,10.0,NNW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.35,Moderate,Fair,CA,Road,10758,San Luis Obispo,Dec,0.7314016107085806
2,33.995777000000004,-117.968123,0.017,Pacific,72.0,72.0,48.0,29.87,9.0,VAR,3.0,0.0,False,False,False,False,False,False,False,True,False,False,True,Night,2.355555555555556,Moderate,Fair,CA,Boulevard,10017401,Los Angeles,Oct,0.9737203496071952
2,33.972641,-118.079466,0.087,Pacific,72.0,72.0,44.0,29.88,10.0,S,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.168611111111112,Moderate,Fair,CA,Boulevard,87865,Los Angeles,Apr,0.9368690379706137
2,36.646004,-119.511081,0.552,Pacific,78.0,78.0,15.0,29.59,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.346388888888889,Moderate,Fair,CA,Avenue,14585,Fresno,Jun,0.9719796738640714
2,37.701874,-121.904175,0.7070000000000001,Pacific,79.0,79.0,38.0,29.24,10.0,ESE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.0166666666666666,Moderate,Cloudy,CA,Highway,72526,Alameda,Sep,0.617017509234256
2,34.392456,-81.10204300000002,0.133,Eastern,55.0,55.0,100.0,29.41,10.0,W,3.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,3.0708333333333333,Moderate,Cloudy,SC,Highway,20940,Fairfield,Dec,1.0922806147704427
2,33.887514,-117.55187,0.0,Pacific,68.0,68.0,21.0,29.48,10.0,SSE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.4955555555555555,Moderate,Cloudy,CA,Highway,157043,Riverside,Jan,0.7745794992245254
2,34.026757,-118.239116,0.469,Pacific,94.0,94.0,32.0,29.54,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,5.434722222222222,Moderate,Fair,CA,Street,3899449,Los Angeles,Sep,1.3412696552457533
2,27.037981,-80.23319000000002,0.86,Eastern,77.0,77.0,89.0,30.03,7.0,VAR,5.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,1.586111111111111,Moderate,Rain,FL,Highway,158430,Other,Jul,0.7997344084413819
2,32.922634,-97.077278,0.0,Central,60.0,60.0,83.0,29.02,6.0,NNW,6.0,0.99,False,False,False,False,False,False,False,False,False,False,False,Night,1.2575,Moderate,Storm,TX,Other,50632,Tarrant,Mar,0.7020039124921844
2,34.007637,-81.220274,0.028,Eastern,87.0,87.0,41.0,29.75,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.8186111111111112,Moderate,Cloudy,SC,Drive,293912,Lexington,Jun,0.8591252301387302
2,34.913796000000005,-82.60753299999998,0.547,Eastern,76.0,76.0,54.0,29.13,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,3.031111111111111,Moderate,Fair,SC,Road,22961,Pickens,Oct,1.0864681849040847
2,35.729629,-78.586578,1.111,Eastern,71.0,71.0,87.0,29.55,10.0,NE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.6002777777777777,Moderate,Fair,NC,Highway,1129352,Wake,Jun,0.8035602899547158
2,25.963547,-80.147003,0.031,Eastern,80.0,80.0,64.0,30.03,10.0,SE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,1.2844444444444445,Moderate,Fair,FL,Street,442244,Miami-Dade,Feb,0.7107357174604244
2,39.89387869815877,-74.99547600710395,0.964,Eastern,30.0,22.0,40.0,30.11,10.0,W,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.6508333333333334,Moderate,Cloudy,NJ,Highway,523504,Camden,Jan,0.8169834026318243
2,33.137437105020815,-117.33096957150778,0.475,Pacific,60.0,60.0,47.0,29.66,10.0,NW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3055555555555556,Moderate,Fair,CA,Highway,114733,San Diego,Apr,0.7174788700612064
2,35.172081,-80.851158,0.0,Eastern,70.0,70.0,42.0,29.31,10.0,S,7.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,2.103333333333333,Moderate,Fair,NC,Road,874687,Mecklenburg,Apr,0.9232902420795682
2,34.349522,-112.155907,0.0,Mountain,39.0,35.0,60.0,24.94,10.0,SSW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.0244444444444445,Moderate,Cloudy,AZ,Highway,236211,Yavapai,Mar,0.6199768317336999
2,25.718381,-80.367064,0.218,Eastern,75.0,75.0,84.0,30.22,10.0,E,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.183333333333333,Moderate,Cloudy,FL,Terrace,442244,Miami-Dade,Feb,0.9398784575893752
2,32.911163,-96.71822,0.116,Central,55.0,55.0,25.0,29.74,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.1275,Moderate,Fair,TX,Road,1304345,Dallas,Jan,0.9283626523615593
2,35.313831,-80.700727,0.017,Eastern,45.0,42.0,39.0,29.49,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.877777777777777,Moderate,Fair,NC,Boulevard,874687,Mecklenburg,Nov,0.8731728391463555
2,39.235455,-120.070319,0.0,Pacific,55.0,55.0,47.0,24.15,10.0,W,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,5.607777777777778,Moderate,Cloudy,CA,Boulevard,404752,Placer,Apr,1.354436362567993
3,30.44030200000001,-91.208923,2.0799999237060547,Central,67.0,67.0,57.0,29.8,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.0216666666666667,Moderate,Fair,LA,Highway,4941,West Baton Rouge,Dec,0.6189217265952071
3,37.770607,-122.222595,0.0,Pacific,80.0,80.0,36.0,29.96,10.0,WSW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3144444444444443,Moderate,Fair,CA,Highway,440679,Alameda,Apr,0.7202927677227107
2,35.339443,-119.039711,0.0,Pacific,61.0,61.0,60.0,29.51,10.0,NNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.4930555555555556,Moderate,Fair,CA,Avenue,404368,Kern,Jun,0.7738673027666496
2,30.415226,-91.140327,0.21,Central,67.0,67.0,44.0,30.02,10.0,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,3.8525,Moderate,Fair,LA,Road,226926,East Baton Rouge,Apr,1.1928677874579807
2,44.766671,-92.858983,0.172,Central,54.0,54.0,82.0,28.93,10.0,WNW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,3.0033333333333334,Moderate,Cloudy,MN,Drive,22159,Washington,Sep,1.0823565881773236
2,30.535629,-87.380493,0.0,Central,69.0,69.0,70.0,30.14,10.0,NNE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,1.7413888888888889,Moderate,Cloudy,FL,Road,54319,Escambia,Nov,0.8401692176583236
2,25.744075,-80.400143,0.008,Eastern,81.0,81.0,54.0,30.03,10.0,SE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,1.2963888888888888,Moderate,Fair,FL,Street,442244,Miami-Dade,Jan,0.7145613848777859
2,40.162217,-79.073305,0.126,Eastern,55.0,55.0,93.0,27.48,3.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.805,Moderate,Cloudy,PA,Street,74137,Somerset,May,0.8558362084660341
2,34.793039,-118.854253,0.123,Pacific,66.0,66.0,20.0,25.61,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.216666666666667,Moderate,Fair,CA,Road,10017401,Los Angeles,Dec,0.9466221279661947
4,41.263582,-96.268736,1.345,Central,60.0,60.0,54.0,28.41,10.0,ENE,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,4.996111111111111,Moderate,Fair,NE,Road,584526,Douglas,Apr,1.3056013381313363
2,41.370497,-81.06415600000003,0.157,Eastern,37.0,37.0,82.0,28.65,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,1.585,Moderate,Cloudy,OH,Road,95427,Other,Jan,0.7994331218942937
2,40.187858,-84.211664,30.691,Eastern,0.0,-26.0,72.0,28.82,4.0,W,28.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,3.333333333333333,Moderate,Haze,OH,Highway,20378,Other,Dec,1.1288255297250356
1,36.26222,-86.71221,0.0,Central,83.0,83.0,42.0,29.39,10.0,VAR,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3327777777777778,Moderate,Cloudy,TN,Other,715884,Davidson,Jun,0.7260498148423599
2,30.676195,-88.11794300000004,0.0,Central,65.0,65.0,33.0,30.1,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,1.3455555555555556,Moderate,Fair,AL,Boulevard,206932,Mobile,Dec,0.7300256722273968
2,30.392729,-97.841188,0.045,Central,70.0,70.0,87.0,29.28,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.493055555555556,Moderate,Fair,TX,Road,961899,Travis,Sep,0.9990709106875728
2,41.815031,-122.017156,0.58,Pacific,31.0,24.0,89.0,27.19,10.0,NE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.5094444444444444,Moderate,Cloudy,CA,Highway,44079,Siskiyou,Dec,0.7785183736835389
3,41.78907,-71.41957099999998,0.0,Eastern,73.0,73.0,93.0,29.78,4.0,SE,3.0,0.02,False,False,False,False,False,False,False,False,False,False,False,Day,2.770555555555556,Moderate,Rain,RI,Highway,190978,Providence,Jul,1.046287658764599
2,37.000845,-80.77000799999998,0.713,Eastern,55.0,55.0,83.0,27.03,10.0,NW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.4,Moderate,Cloudy,VA,Highway,33790,Pulaski,Nov,0.7466386029041095
3,41.71448,-87.6468,0.413,Central,27.0,18.7,85.0,30.26,1.2,E,8.1,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,6.0,Moderate,Snow,IL,Highway,2748331,Cook,Mar,1.382598383552536
2,36.54472,-119.286888,0.0,Pacific,52.0,52.0,74.0,29.92,9.0,SE,3.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,1.4522222222222223,Moderate,Fair,CA,Avenue,473121,Tulare,Feb,0.7620940614866771
2,33.937,-118.279674,7.309,Pacific,67.0,67.0,54.0,29.89,10.0,W,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,5.883333333333334,Moderate,Fair,CA,Highway,3899449,Los Angeles,Apr,1.374452511061124
3,30.267876,-91.993011,8.020000457763674,Central,76.0,76.0,91.0,29.58,10.0,E,12.0,0.66,False,False,False,False,False,False,False,False,False,False,False,Day,1.6658333333333333,Moderate,Rain,LA,Highway,121391,Lafayette,Oct,0.8208985950892942
2,33.202789,-87.567017,0.0,Central,46.0,46.0,89.0,30.11,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,1.023611111111111,Moderate,Cloudy,AL,Street,100987,Tuscaloosa,Dec,0.6196605091277916
3,34.087418,-117.662949,0.0,Pacific,62.0,62.0,72.0,28.9,6.0,SSW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.2458333333333331,Moderate,Haze,CA,Highway,175264,San Bernardino,Jun,0.6981785849157333
2,40.843865,-77.78050400000002,0.508,Eastern,81.0,81.0,61.0,28.66,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.4111111111111112,Moderate,Cloudy,PA,Avenue,158164,Centre,Aug,0.7499654638605229
2,28.69378924356129,-81.87368988951742,2.37,Eastern,95.0,95.0,49.0,29.82,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.534166666666667,Moderate,Fair,FL,Other,27011,Lake,Jul,0.7854559988507238
2,29.609164,-98.489668,1.041,Central,69.0,69.0,96.0,29.02,6.0,W,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.313611111111111,Moderate,Rain,TX,Other,1434322,Bexar,Nov,0.7200295959611467
2,40.444282,-80.02823199999997,0.0069999999999999,Eastern,56.0,56.0,97.0,28.52,0.25,SSE,10.0,0.07,False,False,False,False,False,False,False,False,False,False,True,Night,2.1669444444444443,Moderate,Rain,PA,Other,302960,Allegheny,Jan,0.9365271386058727
2,25.93785,-80.27734699999998,0.142,Eastern,81.0,81.0,52.0,30.16,10.0,E,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.0569444444444445,Moderate,Fair,FL,Street,2701751,Miami-Dade,May,0.9133997897040841
2,39.99893,-75.231338,0.045,Eastern,54.0,54.0,94.0,29.79,7.0,ESE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.330833333333333,Moderate,Rain,PA,Avenue,856413,Montgomery,Nov,0.7254421699838571
2,33.89163136466078,-84.25907492597456,0.659,Eastern,59.0,59.0,93.0,29.08,10.0,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,4.466666666666667,Moderate,Fair,GA,Highway,498792,Dekalb,Apr,1.2574502185730942
2,40.726221,-73.756557,0.595,Eastern,28.0,17.0,85.0,30.29,10.0,N,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,2.565,Moderate,Fair,NY,Parkway,2405424,Queens,Dec,1.011795339998308
2,37.551949,-77.42769100000002,0.046,Eastern,36.0,28.0,67.0,29.86,10.0,N,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.2894444444444444,Moderate,Cloudy,VA,Highway,226525,Richmond City,Jan,0.7123404960701711
2,35.35234000000001,-118.955572,0.5670000000000001,Pacific,86.0,86.0,29.0,29.38,10.0,W,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.7738888888888888,Moderate,Fair,CA,Other,404368,Kern,Sep,0.8482354229748914
2,45.429117,-122.755765,1.71,Pacific,42.0,39.0,89.0,30.15,10.0,WNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,4.383333333333334,Moderate,Cloudy,OR,Highway,652522,Washington,Nov,1.2492863822754865
2,41.02847456912504,-76.07393860780681,0.253,Eastern,42.0,42.0,92.0,28.88,7.0,NNW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.9175,Moderate,Cloudy,PA,Highway,325602,Other,Apr,1.0693999902935063
2,37.578177,-77.476155,0.165,Eastern,41.0,37.0,79.0,29.85,7.0,E,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.25,Moderate,Rain,VA,Highway,226525,Henrico,Jan,0.6995479010331658
2,40.62195300000001,-78.296839,0.193,Eastern,35.0,27.0,72.0,28.52,10.0,NW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,2.263888888888889,Moderate,Cloudy,PA,Drive,43951,Other,Jan,0.9560130264921612
2,36.758858,-76.307412,1.016,Eastern,44.0,40.0,68.0,30.39,10.0,ENE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,1.3005555555555557,Moderate,Fair,VA,Other,249302,Chesapeake,Dec,0.715889494251319
2,33.685269,-117.896558,0.501,Pacific,63.0,63.0,29.0,30.08,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.2977777777777777,Moderate,Fair,CA,Other,112187,Orange,Feb,0.7150044556034358
2,45.01478,-93.18718,0.0,Central,31.0,31.0,85.0,29.3,10.0,CALM,0.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Day,1.7297222222222222,Moderate,Cloudy,MN,Road,552345,Ramsey,Dec,0.8372415431982664
2,32.797985,-97.321216,1.056,Central,71.0,71.0,73.0,29.15,10.0,S,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,1.3083333333333331,Moderate,Fair,TX,Highway,918923,Tarrant,Oct,0.718359811964135
2,32.604377,-93.862291,0.11,Central,46.0,42.0,93.0,30.1,2.0,E,9.0,0.09,False,False,False,False,False,False,False,False,False,False,False,Day,3.7827777777777776,Moderate,Rain,LA,Road,187540,Caddo,Nov,1.1848272093016428
2,34.74087100000001,-82.868462,0.0,Eastern,73.0,73.0,84.0,28.92,10.0,CALM,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,Night,1.893333333333333,Moderate,Fair,SC,Road,131417,Pickens,Sep,0.8768003731068434
2,46.86137700000001,-101.286381,5.964,Mountain,30.0,23.0,86.0,28.21,10.0,N,7.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,1.5833333333333333,Moderate,Cloudy,Other,Highway,975,Other,Nov,0.7989808583306095
2,25.716921,-80.333371,0.126,Eastern,73.0,73.0,100.0,29.94,10.0,N,5.0,0.12,False,False,True,False,False,False,False,False,False,False,False,Day,2.216666666666667,Moderate,Cloudy,FL,Drive,442244,Miami-Dade,Nov,0.9466221279661947
2,42.95927,-83.712631,0.0,Eastern,70.0,70.0,87.0,28.8,10.0,SW,9.0,0.12,False,False,False,False,False,False,False,False,False,False,False,Day,1.2616666666666667,Moderate,Cloudy,MI,Road,81266,Genesee,Jun,0.7033635249670505
